bgm_id,game_title,current_title,proposed_title,confidence,source,reason
462,Kirby's Return to Dream Land,Sky Tower,Sky Tower,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
464,Yakuza 6: The Song of Life,Destiny,Destiny,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
465,Half-Life 2,Hazardous Environments,Hazardous Environments,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
466,Shovel Knight,The Schemer,The Schemer,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
467,Goddess of Victory: Nikke,Satellites,Satellites,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
468,Shin Megami Tensei IV,Battle B2,Battle B2,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
469,Yakuza: Like a Dragon,Receive You The Hyperactive,Receive You The Hyperactive,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
470,Katana Zero,Blue Room,Blue Room,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
471,Arknights,Radiant,Radiant,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
473,Shin Megami Tensei V,"Battle -Humans, Demons, and...","Battle -Humans, Demons, and...",high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
474,The Last of Us Part II,The Last of Us Part II,The Last of Us Part II,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
475,Pizza Tower,The Death That I Deservioli,The Death That I Deservioli,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
476,Fate/Grand Order,Dies Irae,Dies Irae,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
478,Ys IX: Monstrum Nox,Cloaca Maxima,Cloaca Maxima,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
479,God of War Ragnarök,A Son's Path,A Son's Path,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
480,Granblue Fantasy,Paradise Lost,Paradise Lost,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
482,Ys X: Nordics,To Be Free,To Be Free,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
483,Jet Set Radio Future,The Concept of Love,The Concept of Love,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
484,Horizon Zero Dawn,Aloy's Theme,Aloy's Theme,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
485,Inscryption,Deathcard Cabin,Deathcard Cabin,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
487,The Legend of Heroes: Trails of Cold Steel,The Decisive Collision,The Decisive Collision,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
488,Horizon Forbidden West,In the Flood,In the Flood,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
489,Heaven Burns Red,Before I Rise,Before I Rise,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
491,The Legend of Heroes: Trails of Cold Steel III,Spiral of Erebos,Spiral of Erebos,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
492,Tekken 8,Storm Rising,Storm Rising,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
493,Ghost of Yotei,Main Theme,Main Theme,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
494,Punishing: Gray Raven,Hikari,Hikari,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
495,Dark Souls II,Majula,Majula,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
496,Wuthering Waves,The Shorekeeper,The Shorekeeper,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
498,Castlevania III: Dracula's Curse,Beginning,Beginning,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
499,Resident Evil 7: Biohazard,Safe Room,Safe Room,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
500,Fire Emblem: Path of Radiance,Life Returns,Life Returns,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
501,Resident Evil Village,Village of Shadows,Village of Shadows,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
502,The Idolmaster: Cinderella Girls,Tulip,Tulip,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
504,Tales of Berseria,True Will,True Will,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
506,Armored Core: For Answer,Someone is Always Moving on the Surface,Someone is Always Moving on the Surface,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
507,BanG Dream! Girls Band Party!,FIRE BIRD,FIRE BIRD,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
508,Fire Emblem Engage,"Bright, Bold Sandstorm","Bright, Bold Sandstorm",high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
509,Tales of Arise,Flame of Hope,Flame of Hope,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
511,Armored Core: Verdict Day,Day After Day,Day After Day,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
513,Atelier Ryza: Ever Darkness & the Secret Hideout,Hometown Island,Hometown Island,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
515,Metal Gear Solid 4: Guns of the Patriots,Love Theme,Love Theme,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
516,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,Iris,Iris,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
517,Death Stranding,Don't Be So Serious,Don't Be So Serious,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
518,Xenoblade Chronicles X,Black Tar,Black Tar,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
519,Death Stranding 2: On the Beach,Horizon Dreamer,Horizon Dreamer,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
523,Mega Man X4,Storm Owl Stage,Storm Owl Stage,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
525,Kingdom Hearts III,Scala ad Caelum,Scala ad Caelum,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
526,Street Fighter IV,Theme of C. Viper,Theme of C. Viper,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
528,Sonic Heroes,What I'm Made Of...,What I'm Made Of...,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
529,F-Zero GX,Mute City,Mute City,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
542,Yakuza 5,Battle for the Dream,Battle for the Dream,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
543,Princess Connect! Re:Dive,Lost Princess,Lost Princess,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
544,Princess Connect! Re:Dive,Connecting Happy!!,Connecting Happy!!,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
546,Atelier Ryza 2: Lost Legends & the Secret Fairy,"Somewhen, Somewhere...","Somewhen, Somewhere...",high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
547,Atelier Sophie: The Alchemist of the Mysterious Book,Cliffhanger,Cliffhanger,high,現行DB表記および日本国内向け公式情報調査（日本語公式名を確認できず）,公式曲名自体が英語、または日本語の公式曲名を信頼できる一次情報で確認できないため現行表記を維持する。 タイトル変更時はnormalized_titleも同一トランザクションで同期し、BGM IDは変更しない。
