rank,bgm_title,source_game_title,logical_game_name,existing_game_id,igdb_id,status,confidence,source,reason,existing_bgm_id,existing_title
458,2 AM,Animal Crossing: New Horizons,Animal Crossing: New Horizons,108,109462,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 527（午前2時）と同一logical game・同一または公式対応タイトル,527,午前2時
460,What I'm Made Of...,Sonic Heroes,Sonic Heroes,255,4156,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 528（What I'm Made Of...）と同一logical game・同一または公式対応タイトル,528,What I'm Made Of...
461,Mute City,F-Zero GX,F-Zero GX,147,3492,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 529（Mute City）と同一logical game・同一または公式対応タイトル,529,Mute City
464,War Cry,Dragon Quest VIII,Dragon Quest VIII: Journey of the Cursed King,142,1819,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 530（雄叫びをあげて）と同一logical game・同一または公式対応タイトル,530,雄叫びをあげて
466,Hero's Challenge,Dragon Quest XI,Dragon Quest XI: Echoes of an Elusive Age,143,11667,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 531（勇者の挑戦）と同一logical game・同一または公式対応タイトル,531,勇者の挑戦
468,The Ones Who Gather Stars in the Night,Bravely Second: End Layer,Bravely Second: End Layer,125,11256,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 532（夜に星を集う者達）と同一logical game・同一または公式対応タイトル,532,夜に星を集う者達
472,Koopa Troopa Beach,Mario Kart 64,Mario Kart 64,201,2342,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 533（ノコノコビーチ）と同一logical game・同一または公式対応タイトル,533,ノコノコビーチ
473,Mount Wario,Mario Kart 8 Deluxe,Mario Kart 8 Deluxe,202,26764,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 534（ワリオスノーマウンテン）と同一logical game・同一または公式対応タイトル,534,ワリオスノーマウンテン
476,Nightmare Wizard,Kirby's Adventure,Kirby's Adventure,197,3717,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 535（ナイトメアウィザード）と同一logical game・同一または公式対応タイトル,535,ナイトメアウィザード
477,Miracle Matter,Kirby 64: The Crystal Shards,Kirby 64: The Crystal Shards,192,2713,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 536（ミラクルマター）と同一logical game・同一または公式対応タイトル,536,ミラクルマター
478,Another Dimension,Kirby's Return to Dream Land,Kirby's Return to Dream Land,198,3725,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 537（アナザーディメンション）と同一logical game・同一または公式対応タイトル,537,アナザーディメンション
479,The World to Win,Kirby: Triple Deluxe,Kirby: Triple Deluxe,196,5440,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 538（この星をかけた魂の戦い）と同一logical game・同一または公式対応タイトル,538,この星をかけた魂の戦い
480,VS. Star Dream Soul OS,Kirby: Planet Robobot,Kirby: Planet Robobot,195,18221,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 539（VS.スタードリーム.Soul OS）と同一logical game・同一または公式対応タイトル,539,VS.スタードリーム.Soul OS
481,Void Termina Battle,Kirby Star Allies,Kirby Star Allies,193,37137,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 540（Void Termina Battle）と同一logical game・同一または公式対応タイトル,540,Void Termina Battle
482,戦闘！トレーナー,ポケットモンスター X・Y,ポケットモンスター X・Y,98,2287|2286,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 541（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル,541,戦闘！トレーナー
485,Battle for the Dream,Yakuza 5,Yakuza 5,296,2063,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 542（Battle for the Dream）と同一logical game・同一または公式対応タイトル,542,Battle for the Dream
486,Lost Princess,Princess Connect! Re:Dive,Princess Connect! Re:Dive,240,22791,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 543（Lost Princess）と同一logical game・同一または公式対応タイトル,543,Lost Princess
490,Connecting Happy!!,Princess Connect! Re:Dive,Princess Connect! Re:Dive,240,22791,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 544（Connecting Happy!!）と同一logical game・同一または公式対応タイトル,544,Connecting Happy!!
491,Determination,Fire Emblem: The Sacred Stones,Fire Emblem: The Sacred Stones,164,1440,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 545（決意）と同一logical game・同一または公式対応タイトル,545,決意
492,"Somewhen, Somewhere...",Atelier Ryza 2: Lost Legends & the Secret Fairy,Atelier Ryza 2: Lost Legends & the Secret Fairy,115,136414,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,"既存BGM ID 546（Somewhen, Somewhere...）と同一logical game・同一または公式対応タイトル",546,"Somewhen, Somewhere..."
494,Cliffhanger,Atelier Sophie: The Alchemist of the Mysterious Book,Atelier Sophie: The Alchemist of the Mysterious Book,117,12633,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 547（Cliffhanger）と同一logical game・同一または公式対応タイトル,547,Cliffhanger
