rank,bgm_title,source_game_title,logical_game_name,existing_game_id,igdb_id,status,confidence,source,reason
360,Rooftop Run - Modern,Sonic Generations,Sonic Generations,,506,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
361,Theme from San Andreas,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,174,732,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 453（Theme from San Andreas）と同一logical game・同一または公式対応タイトル
362,The Hand of the King,Dead Cells,Dead Cells,133,26855,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 454（The Hand of the King）と同一logical game・同一または公式対応タイトル
363,Returns,BanG Dream! Girls Band Party!,BanG Dream! Girls Band Party!,120,80138,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 455（Returns）と同一logical game・同一または公式対応タイトル
364,Ripple Star,Kirby 64: The Crystal Shards,Kirby 64: The Crystal Shards,192,2713,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 456（リップルスター）と同一logical game・同一または公式対応タイトル
365,Meridian Child,Trials of Mana,Trials of Mana (1995),287,11227,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 457（Meridian Child）と同一logical game・同一または公式対応タイトル
366,Receive You Reborn,Yakuza Kiwami,Yakuza Kiwami,298,12595,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 458（Receive You Reborn）と同一logical game・同一または公式対応タイトル
367,Welcome to Los Santos,Grand Theft Auto V,Grand Theft Auto V,173,1020,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 459（Welcome to Los Santos）と同一logical game・同一または公式対応タイトル
368,The Midnight Wood,Hyper Light Drifter,Hyper Light Drifter,186,9806,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 460（The Midnight Wood）と同一logical game・同一または公式対応タイトル
369,Snow halation,Love Live! School Idol Festival,Love Live! School Idol Festival,200,36660,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 461（Snow halation）と同一logical game・同一または公式対応タイトル
370,Sky Tower,Kirby's Return to Dream Land,Kirby's Return to Dream Land,198,3725,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 462（Sky Tower）と同一logical game・同一または公式対応タイトル
371,Battle -Fierce Battle-,Shin Megami Tensei III: Nocturne,Shin Megami Tensei III: Nocturne,249,336392,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 463（強制戦闘）と同一logical game・同一または公式対応タイトル
372,Destiny,Yakuza 6: The Song of Life,Yakuza 6: The Song of Life,297,12527,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 464（Destiny）と同一logical game・同一または公式対応タイトル
373,Hazardous Environments,Half-Life 2,Half-Life 2,176,233,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 465（Hazardous Environments）と同一logical game・同一または公式対応タイトル
374,The Schemer,Shovel Knight,Shovel Knight,252,7444,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 466（The Schemer）と同一logical game・同一または公式対応タイトル
375,Satellites,Goddess of Victory: Nikke,Goddess of Victory: Nikke,171,117199,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 467（Satellites）と同一logical game・同一または公式対応タイトル
376,Moonstruck Blossom,Kirby: Triple Deluxe,,196,,known_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,『狂花水月』の英語ローカライズ名で同一曲
377,Battle B2,Shin Megami Tensei IV,Shin Megami Tensei IV,250,6886,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 468（Battle B2）と同一logical game・同一または公式対応タイトル
378,Receive You The Hyperactive,Yakuza: Like a Dragon,Yakuza: Like a Dragon,299,36550,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 469（Receive You The Hyperactive）と同一logical game・同一または公式対応タイトル
379,Uncharted Worlds,Mass Effect,Mass Effect,,73,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
380,Blue Room,Katana ZERO,Katana Zero,189,20150,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 470（Blue Room）と同一logical game・同一または公式対応タイトル
381,Radiant,Arknights,Arknights,110,123395,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 471（Radiant）と同一logical game・同一または公式対応タイトル
382,Pink Ball Activate!,Kirby: Planet Robobot,Kirby: Planet Robobot,195,18221,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 472（桃球発進！ロボボアーマー）と同一logical game・同一または公式対応タイトル
383,"Battle -Humans, Demons, and...",Shin Megami Tensei V,Shin Megami Tensei V,251,26775,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,"既存BGM ID 473（Battle -Humans, Demons, and...）と同一logical game・同一または公式対応タイトル"
384,The End of Denial,Like a Dragon: Infinite Wealth,Like a Dragon: Infinite Wealth - Master Vacation Bundle,,288217,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
385,The Last of Us Part II,The Last of Us Part II,The Last of Us Part II,275,26192,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 474（The Last of Us Part II）と同一logical game・同一または公式対応タイトル
386,The Death That I Deservioli,Pizza Tower,Pizza Tower,234,135818,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 475（The Death That I Deservioli）と同一logical game・同一または公式対応タイトル
387,Dies Irae,Fate/Grand Order,Fate/Grand Order,148,24493,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 476（Dies Irae）と同一logical game・同一または公式対応タイトル
388,The Star Conquering Traveler,Kirby Star Allies,Kirby Star Allies,193,37137,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 477（組曲：星羅征く旅人）と同一logical game・同一または公式対応タイトル
389,Cloaca Maxima,Ys IX: Monstrum Nox,Ys IX: Monstrum Nox,300,113431,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 478（Cloaca Maxima）と同一logical game・同一または公式対応タイトル
390,Let Mom Sleep,Jet Set Radio,Jet Set Radio,,398453,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
391,A Son's Path,God of War Ragnarök,God of War Ragnarök,170,112875,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 479（A Son's Path）と同一logical game・同一または公式対応タイトル
392,On Little Cat Feet,OneShot,OneShot,,225565,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
393,Paradise Lost,Granblue Fantasy,Granblue Fantasy,172,13623,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 480（Paradise Lost）と同一logical game・同一または公式対応タイトル
394,戦闘！野生ポケモン,ポケットモンスター X・Y,ポケットモンスター X・Y,98,2287|2286,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 481（戦闘！野生ポケモン）と同一logical game・同一または公式対応タイトル
395,To Be Free,Ys X: Nordics,Ys X: Nordics,302,229176,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 482（To Be Free）と同一logical game・同一または公式対応タイトル
396,The Concept of Love,Jet Set Radio Future,Jet Set Radio Future,188,1570,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 483（The Concept of Love）と同一logical game・同一または公式対応タイトル
397,Aloy's Theme,Horizon Zero Dawn,Horizon Zero Dawn,185,11156,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 484（Aloy's Theme）と同一logical game・同一または公式対応タイトル
398,Deathcard Cabin,Inscryption,Inscryption,187,139090,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 485（Deathcard Cabin）と同一logical game・同一または公式対応タイトル
399,GIRLS' LEGEND U,Uma Musume: Pretty Derby,Uma Musume: Pretty Derby,,,needs_review,low,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,IGDB検索候補なし
400,戦闘！しまキング・しまクイーン,ポケットモンスター サン・ムーン,ポケットモンスター サン・ムーン,99,18099|18100,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 486（戦闘！しまキング・しまクイーン）と同一logical game・同一または公式対応タイトル
401,The Decisive Collision,Trails of Cold Steel,The Legend of Heroes: Trails of Cold Steel,277,13557,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 487（The Decisive Collision）と同一logical game・同一または公式対応タイトル
402,Heat Haze Shadow 2,Tekken 7,Tekken 7,,394038,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
403,In the Flood,Horizon Forbidden West,Horizon Forbidden West,184,112874,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 488（In the Flood）と同一logical game・同一または公式対応タイトル
404,"Whirling-In-Rags, 8 AM",Disco Elysium,Disco Elysium,,26472,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
405,Before I Rise,HEAVEN BURNS RED,Heaven Burns Red,182,132099,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 489（Before I Rise）と同一logical game・同一または公式対応タイトル
406,てんくうのとう,ポケモン不思議のダンジョン 青の救助隊・赤の救助隊,ポケモン不思議のダンジョン 青の救助隊・赤の救助隊,101,2319|2320,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 490（てんくうのとう）と同一logical game・同一または公式対応タイトル
407,Spiral of Erebos,Trails of Cold Steel III,The Legend of Heroes: Trails of Cold Steel III,278,26564,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 491（Spiral of Erebos）と同一logical game・同一または公式対応タイトル
408,Storm Rising,Tekken 8,Tekken 8,270,217590,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 492（Storm Rising）と同一logical game・同一または公式対応タイトル
409,Main Theme,Ghost of Yōtei,Ghost of Yotei,168,317627,existing_duplicate,high,https://thegameawards.com/nominees/best-score-and-music,既存BGM ID 493（Main Theme）と同一logical game・同一または公式対応タイトル
410,Hikari,Punishing: Gray Raven,Punishing: Gray Raven,241,132185,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 494（Hikari）と同一logical game・同一または公式対応タイトル
411,Main Theme,Super Smash Bros. Ultimate,Super Smash Bros. Ultimate,266,90101,needs_review,low,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,名称が曖昧。既存『命の灯火』のボーカル版・インスト版のどちらを指すか特定不能
412,Fighting of the Spirit,Tales of Phantasia,Tales of Phantasia,,1200,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
413,Majula,Dark Souls II,Dark Souls II,131,2368,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 495（Majula）と同一logical game・同一または公式対応タイトル
414,The Second Malformation of G,Resident Evil 2,Resident Evil 2,,880,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補8件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
415,The Shorekeeper,Wuthering Waves,Wuthering Waves,290,202956,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 496（The Shorekeeper）と同一logical game・同一または公式対応タイトル
416,Together We Ride,Fire Emblem: The Blazing Blade,Fire Emblem: The Blazing Blade,163,1439,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 497（仲間入り）と同一logical game・同一または公式対応タイトル
417,Fighting of the Spirit,Tales of Symphonia,Tales of Symphonia,,1204,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
418,Beginning,Castlevania III: Dracula's Curse,Castlevania III: Dracula's Curse,126,1119,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 498（Beginning）と同一logical game・同一または公式対応タイトル
419,Safe Room,Resident Evil 7 biohazard,Resident Evil 7: Biohazard,243,19562,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 499（Safe Room）と同一logical game・同一または公式対応タイトル
420,neu,pop'n music,Pop'n music,,186652,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
421,Life Returns,Fire Emblem: Path of Radiance,Fire Emblem: Path of Radiance,161,1441,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 500（Life Returns）と同一logical game・同一または公式対応タイトル
422,Fury Sparks,Tales of Vesperia,Tales of Vesperia,,1209,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
423,Clock Tower,Castlevania: Aria of Sorrow,Castlevania: Aria of Sorrow,,1134,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
424,Village of Shadows,Resident Evil Village,Resident Evil Village,244,55163,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 501（Village of Shadows）と同一logical game・同一または公式対応タイトル
425,Tulip,THE IDOLM@STER CINDERELLA GIRLS,The Idolmaster: Cinderella Girls,273,11702,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 502（Tulip）と同一logical game・同一または公式対応タイトル
426,Eternal Bond,Fire Emblem: Radiant Dawn,Fire Emblem: Radiant Dawn,162,1442,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 503（絆永久に）と同一logical game・同一または公式対応タイトル
427,True Will,Tales of Berseria,Tales of Berseria,269,18812,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 504（True Will）と同一logical game・同一または公式対応タイトル
428,Ancient Rhythm,Monster Hunter 2,Monster Hunter 2,211,43668,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 505（古のリズム）と同一logical game・同一または公式対応タイトル
429,Someone is Always Moving on the Surface,Armored Core: For Answer,Armored Core: For Answer,112,5493,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 506（Someone is Always Moving on the Surface）と同一logical game・同一または公式対応タイトル
430,FIRE BIRD,BanG Dream! Girls Band Party!,BanG Dream! Girls Band Party!,120,80138,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 507（FIRE BIRD）と同一logical game・同一または公式対応タイトル
431,"Bright, Bold Sandstorm",Fire Emblem Engage,Fire Emblem Engage,159,217550,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,"既存BGM ID 508（Bright, Bold Sandstorm）と同一logical game・同一または公式対応タイトル"
432,Flame of Hope,Tales of Arise,Tales of Arise,268,119270,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 509（Flame of Hope）と同一logical game・同一または公式対応タイトル
433,The Roar of the Spark / Zinogre,Monster Hunter Freedom Unite,モンスターハンターポータブル 3rd,304,20427,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,ジンオウガ初出作品への紐付けを修正済み。既存BGM ID 510と同一曲。
434,Day After Day,Armored Core: Verdict Day,Armored Core: Verdict Day,113,5494,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 511（Day After Day）と同一logical game・同一または公式対応タイトル
435,僕らは今のなかで,Love Live! School Idol Festival,Love Live! School Idol Festival,200,36660,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 512（僕らは今のなかで）と同一logical game・同一または公式対応タイトル
436,Main Menu,Metroid Prime,Metroid Prime,,1105,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
437,Hometown Island,Atelier Ryza: Ever Darkness & the Secret Hideout,Atelier Ryza: Ever Darkness & the Secret Hideout,116,119061,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 513（Hometown Island）と同一logical game・同一または公式対応タイトル
438,A Thousand Shining Blades / Dalamadur,Monster Hunter 4,Monster Hunter 4,212,65676,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 514（千剣に巣食う者／ダラ・アマデュラ）と同一logical game・同一または公式対応タイトル
439,Love Theme,Metal Gear Solid 4: Guns of the Patriots,Metal Gear Solid 4: Guns of the Patriots,207,380,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 515（Love Theme）と同一logical game・同一または公式対応タイトル
440,Seashore War,Donkey Kong Country: Tropical Freeze,Donkey Kong Country: Tropical Freeze,,2923,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
441,Iris,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,118,314943,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 516（Iris）と同一logical game・同一または公式対応タイトル
442,Lock & Load,Devil May Cry,Devil May Cry,,134,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
443,Don't Be So Serious,Death Stranding,Death Stranding,134,19564,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 517（Don't Be So Serious）と同一logical game・同一または公式対応タイトル
444,Onett Theme,EarthBound,Earthbound,,78559,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
445,Black Tar,Xenoblade Chronicles X,Xenoblade Chronicles X,294,2366,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 518（Black Tar）と同一logical game・同一または公式対応タイトル
446,The Time Has Come,Devil May Cry 4,Devil May Cry 4,,112,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
447,Horizon Dreamer,Death Stranding 2: On the Beach,Death Stranding 2: On the Beach,135,228530,existing_duplicate,high,https://thegameawards.com/nominees/best-score-and-music,既存BGM ID 519（Horizon Dreamer）と同一logical game・同一または公式対応タイトル
448,Strong One,Mother 3,Mother 3,,3683,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
449,Battle,Final Fantasy I,Final Fantasy,149,385,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 520（戦闘シーン）と同一logical game・同一または公式対応タイトル
450,Top Man Stage,Mega Man 3,Mega Man 3,,1716,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
451,End of Small Sanctuary,Silent Hill 3,Silent Hill 3,,482,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
452,Title Theme,Animal Crossing,Animal Crossing,107,2655,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 521（タイトル）と同一logical game・同一または公式対応タイトル
453,Battle for Freedom,Final Fantasy XII,Final Fantasy XII,153,398,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 522（自由への闘い）と同一logical game・同一または公式対応タイトル
454,Storm Owl Stage,Mega Man X4,Mega Man X4,203,1744,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 523（Storm Owl Stage）と同一logical game・同一または公式対応タイトル
455,7 PM,Animal Crossing: New Leaf,Animal Crossing: New Leaf,109,2687,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 524（午後7時）と同一logical game・同一または公式対応タイトル
456,Scala ad Caelum,Kingdom Hearts III,Kingdom Hearts III,191,2933,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 525（Scala ad Caelum）と同一logical game・同一または公式対応タイトル
457,Theme of C. Viper,Street Fighter IV,Street Fighter IV,263,884,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 526（ C. Viper's Theme）と同一logical game・同一または公式対応タイトル
458,2 AM,Animal Crossing: New Horizons,Animal Crossing: New Horizons,108,109462,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 527（午前2時）と同一logical game・同一または公式対応タイトル
459,Battle for the Glory,Dragon Quest IV,Dragon Warrior IV,,16584,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
460,What I'm Made Of...,Sonic Heroes,Sonic Heroes,255,4156,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 528（What I'm Made Of...）と同一logical game・同一または公式対応タイトル
461,Mute City,F-Zero GX,F-Zero GX,147,3492,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 529（Mute City）と同一logical game・同一または公式対応タイトル
462,Make Me Feel Sad,Dragon Quest V,Dragon Quest V: Tenkuu no Hanayome,,205595,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
463,砦のボス,Super Mario Bros. 3,Super Mario Bros. 3,,1068,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
464,War Cry,Dragon Quest VIII,Dragon Quest VIII: Journey of the Cursed King,142,1819,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 530（雄叫びをあげて）と同一logical game・同一または公式対応タイトル
465,おばけ屋敷BGM,Super Mario World,Super Mario World,,1070,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
466,Hero's Challenge,Dragon Quest XI,Dragon Quest XI: Echoes of an Elusive Age,143,11667,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 531（勇者の挑戦）と同一logical game・同一または公式対応タイトル
467,Bowser's Road,Super Mario 64,Super Mario 64,3,1074,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存logical game一致。同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
468,The Ones Who Gather Stars in the Night,Bravely Second: End Layer,Bravely Second: End Layer,125,11256,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 532（夜に星を集う者達）と同一logical game・同一または公式対応タイトル
469,Bianco Hills,Super Mario Sunshine,Super Mario Sunshine,,1075,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
470,Cloudy Court Galaxy,Super Mario Galaxy 2,Super Mario Galaxy 2,,1078,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
471,World Bowser,Super Mario 3D World,Super Mario 3D World,,2180,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
472,Koopa Troopa Beach,Mario Kart 64,Mario Kart 64,201,2342,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 533（ノコノコビーチ）と同一logical game・同一または公式対応タイトル
473,Mount Wario,Mario Kart 8 Deluxe,Mario Kart 8 Deluxe,202,26764,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 534（ワリオスノーマウンテン）と同一logical game・同一または公式対応タイトル
474,Shadow Queen Battle,Paper Mario: The Thousand-Year Door,Paper Mario: The Thousand-Year Door,,3349,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
475,The Grand Finale,Mario & Luigi: Bowser's Inside Story,Mario & Luigi: Bowser's Inside Story,,3363,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
476,Nightmare Wizard,Kirby's Adventure,Kirby's Adventure,197,3717,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 535（ナイトメアウィザード）と同一logical game・同一または公式対応タイトル
477,Miracle Matter,Kirby 64: The Crystal Shards,Kirby 64: The Crystal Shards,192,2713,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 536（ミラクルマター）と同一logical game・同一または公式対応タイトル
